id	ko
cds-WP_032429779.1	K05527
cds-WP_002891804.1	K01358
cds-WP_004151336.1	K01338
cds-WP_004177252.1	K03770
cds-WP_002891860.1	K12500
cds-WP_032429782.1	
cds-WP_002891871.1	K01738
cds-WP_032429784.1	K18889
cds-WP_002891893.1	K04752
cds-WP_020804789.1	K10805
cds-WP_004142687.1	K07443
cds-WP_013815099.1-31	
cds-WP_004177236.1	K03585
cds-WP_032429786.1	K05802
cds-WP_002892136.1	
cds-WP_002892144.1	K09790
cds-WP_032429789.1	K02343
cds-WP_002892177.1	K06187
cds-WP_032423667.1	K00939
cds-WP_002892192.1	K00892
cds-WP_004147385.1	K08223
cds-WP_002892205.1	K03976
cds-WP_004893800.1	K17686
cds-WP_004893797.1	K07340
cds-WP_004893793.1	K02068
cds-WP_002892263.1	K05838
cds-WP_004196998.1	K10804
cds-WP_032429796.1	K02004
cds-WP_004142997.1	
cds-WP_032429798.1	K01589
cds-WP_032429801.1	
cds-WP_004151319.1	K03768
cds-WP_004143016.1	K14761
cds-WP_013815099.1-32	
cds-WP_002893005.1	
cds-WP_013815099.1-33	
cds-AF52_RS13835	
cds-AF52_RS13830	
cds-WP_004151823.1	
cds-WP_004142570.1	K16053
cds-WP_004183289.1	
cds-WP_032429809.1	
cds-WP_021441371.1	K11732
cds-WP_032428633.1	
cds-WP_004176990.1	K09471
cds-WP_021441367.1	
cds-WP_004178885.1	
cds-WP_021441365.1	
cds-WP_002892774.1	
cds-WP_004223434.1	
cds-WP_032429971.1	
cds-AF52_RS13690	
cds-WP_004147437.1	K16077
cds-WP_021441354.1	K01193
cds-WP_004177009.1	
cds-WP_004142660.1	K17215
cds-WP_004191476.1	K02529
cds-WP_004147428.1	
cds-WP_004215104.1	K03335
cds-AF52_RS0123810	
cds-WP_002892402.1	
cds-WP_032429816.1	
cds-WP_004142684.1	
cds-AF52_RS27950	
cds-AF52_RS13575	K19509
cds-WP_004176974.1	
cds-WP_004178896.1	K10679
cds-WP_014599061.1	
cds-WP_002893035.1	K18325
cds-WP_032428645.1	
cds-WP_032429823.1	
cds-WP_004178906.1	K06048
cds-WP_004178910.1	K02033
cds-WP_004223507.1	K02032
cds-WP_021441383.1	K06016
cds-WP_032429824.1	
cds-WP_004176946.1	K02030
cds-WP_002893189.1	K02029
cds-WP_032428652.1	K15373
cds-WP_104443363.1	
cds-WP_013815099.1-36	
cds-WP_009483809.1	K02032
cds-WP_032429827.1	K02034
cds-WP_009308119.1	K02035
cds-WP_032429829.1	K00108
cds-WP_004151671.1	K02167
cds-WP_071603220.1	
cds-WP_021441393.1	K03566
cds-WP_021441395.1	K00864
cds-WP_004893550.1	K00615
cds-WP_032429976.1	
cds-WP_004885708.1	K17203
cds-WP_032428655.1	
cds-WP_021441402.1	K02362
cds-WP_004147519.1	K07214
cds-WP_021441404.1	K02364
cds-WP_004147521.1	K23187
cds-WP_032429836.1	K08225
cds-WP_032429837.1	K02361
cds-WP_020324582.1	K01252
cds-WP_002893892.1	K24147
cds-WP_002893903.1	
cds-WP_021441408.1	
cds-WP_032429838.1	K08317
cds-WP_002894035.1	K02057
cds-WP_004178989.1	
cds-WP_004183373.1	K08963
cds-WP_032429841.1	K07783
cds-WP_072157843.1	
cds-WP_002894159.1	
cds-WP_002894164.1	K08964
cds-WP_032429847.1	K00058
cds-WP_004223619.1	K10440
cds-WP_021441413.1	K10441
cds-WP_032429853.1	K08351
cds-WP_004142397.1	K09880
cds-WP_004212613.1	
cds-WP_004147565.1	
cds-WP_002894394.1	K24119
cds-WP_002894401.1	K11932
cds-WP_032429854.1	K01169
cds-WP_072143258.1	K12973
cds-WP_002894459.1	K06199
cds-WP_002894464.1	K03425
cds-WP_020803604.1	
cds-WP_002894474.1	K09158
cds-WP_004147579.1	K03642
cds-WP_002894617.1	K05515
cds-WP_002894623.1	K09710
cds-WP_004176879.1	K00969
cds-WP_002894693.1	K03643
cds-WP_032429977.1	
cds-WP_032429860.1	
cds-WP_002894707.1	K10002
cds-WP_002894712.1	K10001
cds-WP_004197606.1	K06189
cds-WP_004176871.1	K06217
cds-WP_032429863.1	K03184
cds-WP_002894738.1	K02566
cds-WP_002894747.1	K01443
cds-WP_032429865.1	K02804
cds-WP_004142270.1	
cds-WP_002894759.1	
cds-WP_002894761.1	K03711
cds-WP_002894767.1	
cds-WP_002894771.1	K03645
cds-WP_004179052.1	
cds-WP_021441429.1	K07646
cds-WP_021441430.1	K01547
cds-WP_020323459.1	
cds-WP_032429869.1	K01669
cds-WP_002894919.1	
cds-WP_004183433.1	K23124
cds-WP_002894928.1	
cds-WP_004183438.1	K01304
cds-WP_004183439.1	K01647
cds-WP_002894949.1	K00242
cds-WP_002894954.1	K00240
cds-WP_004142209.1	K00658
cds-WP_002895043.1	K01902
cds-WP_002895049.1	K00426
cds-WP_002895053.1	
cds-WP_004152221.1	K03562
cds-WP_004179068.1	K03646
cds-WP_002895068.1	K03640
cds-WP_032409073.1	
cds-WP_004151689.1	K03811
cds-WP_002895084.1	
cds-WP_002895089.1	K01834
cds-WP_004179071.1	K00849
cds-WP_002895150.1	K01784
cds-WP_032429873.1	K02019
cds-WP_032428721.1	K02020
cds-WP_004176832.1	K02017
cds-WP_002895166.1	K07404
cds-WP_004147654.1	K21975
cds-WP_004176831.1	K21973
cds-WP_004151695.1	
cds-WP_032428722.1	
cds-WP_072271782.1	
cds-WP_032429876.1	
cds-WP_020316497.1	
cds-WP_004182478.1	K01468
cds-WP_002895358.1	K05836
cds-WP_160333877.1	K01712
cds-WP_004147672.1	K16234
cds-WP_004223758.1	K00833
cds-WP_004183475.1	K00652
cds-WP_002895648.1	K01935
cds-WP_002895652.1	
cds-WP_032429879.1	K07643
cds-WP_021441454.1	K03760
cds-WP_002895665.1	K03639
cds-WP_002895670.1	K03637
cds-WP_002895674.1	K03635
cds-WP_032429880.1	K07027
cds-WP_004179098.1	
cds-WP_004142068.1	K01992
cds-WP_032429883.1	K01990
cds-WP_002895746.1	K23777
cds-WP_004142057.1	
cds-AF52_RS27125	
cds-WP_002895750.1	
cds-WP_002895757.1	K00615
cds-WP_004147693.1	K03722
cds-WP_004176772.1	
cds-WP_004183485.1	K13650
cds-WP_021441457.1	K06970
cds-WP_004142040.1	K10038
cds-WP_002895839.1	K10036
cds-WP_002895842.1	K11939
cds-WP_021441460.1	
cds-WP_004176765.1	K11924
cds-WP_004176762.1	K01223
cds-WP_002895871.1	K19235
cds-WP_002895876.1	
cds-WP_004183491.1	K08191
cds-WP_004176744.1	
cds-WP_032429888.1	
cds-WP_004141998.1	K21029
cds-WP_004147725.1	K13051
cds-WP_012068490.1	K13889
cds-WP_004147729.1	K13891
cds-WP_004176729.1	
cds-WP_029884283.1	K21430
cds-AF52_RS27135	
cds-WP_179139609.1	
cds-WP_032428727.1	
cds-WP_004151717.1	K11534
cds-WP_004141972.1	K08160
cds-WP_004151719.1	
cds-WP_032429979.1	K07085
cds-WP_002896352.1	K03674
cds-WP_004179133.1	K10678
cds-WP_002896365.1	
cds-WP_002896370.1	K11076
cds-WP_002896372.1	K11074
cds-WP_004147758.1	K03212
cds-WP_002896382.1	
cds-WP_004141917.1	K09998
cds-WP_002896390.1	K09997
cds-WP_002896394.1	
cds-WP_013815099.1-37	
cds-WP_032429899.1	K11066
cds-WP_004209682.1	
cds-WP_004176700.1	K00156
cds-WP_004147771.1	K11933
cds-AF52_RS11770	
cds-AF52_RS11760	
cds-WP_013815099.1-39	
cds-WP_002896440.1	K13888
cds-WP_002896516.1	K03704
cds-WP_002896522.1	K03694
cds-WP_002898014.1	K00684
cds-WP_032429906.1	K16013
cds-WP_000228469.1	K03719
cds-WP_002898132.1	K03634
cds-WP_002898139.1	K01875
cds-WP_004150845.1	K07307
cds-WP_032429909.1	K08219
cds-WP_002898148.1	K00656
cds-WP_004150842.1	K09136
cds-WP_004176687.1	K00831
cds-WP_002898160.1	K00945
cds-WP_002898165.1	K05788
cds-WP_004201387.1	K11085
cds-WP_032429912.1	K09927
cds-WP_032429914.1	K00979
cds-WP_004141786.1	
cds-WP_032429915.1	K03633
cds-WP_004176682.1	K03632
cds-WP_002898198.1	
cds-WP_002898202.1	K00813
cds-WP_032429917.1	K01893
cds-WP_013815099.1-40	
cds-WP_023286202.1	K03837
cds-WP_004179190.1	
cds-WP_002898220.1	K01256
cds-WP_004141755.1	K15554
cds-WP_023284918.1	K15553
cds-WP_002898303.1	K00254
cds-WP_004179196.1	K07140
cds-WP_004147848.1	K15738
cds-WP_002898390.1	K06192
cds-WP_002898396.1	
cds-WP_032429922.1	K04770
cds-WP_002898408.1	K03286
cds-WP_032429924.1	K07343
cds-WP_002898425.1	
cds-WP_002898432.1	K01734
cds-WP_013815099.1-41	
cds-WP_072001581.1	
cds-AF52_RS27170	
cds-AF52_RS11325	
cds-WP_002898441.1	K11940
cds-WP_004210995.1	
cds-WP_032429987.1	K01512
cds-WP_002898458.1	K19416
cds-AF52_RS26415	
cds-WP_032429933.1	K22444
cds-WP_002898571.1	K22443
cds-WP_032429935.1	K07246
cds-WP_002898585.1	K09471
cds-WP_002898590.1	K14056
cds-WP_002898595.1	K09470
cds-WP_002898600.1	
cds-WP_004150831.1	K07124
cds-WP_004183618.1	K01085
cds-WP_002898704.1	K03809
cds-WP_002898708.1	K06884
cds-WP_004191019.1	K09016
cds-WP_004141442.1	K09019
cds-WP_002898877.1	K09021
cds-WP_004179293.1	K09018
cds-WP_002898886.1	
cds-WP_013815099.1-42	
cds-AF52_RS0123960	
cds-WP_032429943.1	K05549
cds-WP_021440204.1	K05784
cds-WP_002906464.1	
cds-WP_004143747.1	K08349
cds-AF52_RS25665	
cds-WP_004180084.1	K22468
cds-WP_004180082.1	K08156
cds-WP_004184178.1	
cds-WP_020324770.1	K02034
cds-WP_002906226.1	K02035
cds-WP_002906218.1	K01507
cds-WP_032428292.1	
cds-WP_021440197.1	
cds-WP_002906122.1	
cds-WP_032429948.1	
cds-WP_004180069.1	
cds-WP_004143718.1	K06884
cds-WP_004143717.1	
cds-WP_004143715.1	
cds-WP_032429949.1	
cds-WP_021440191.1	
cds-WP_002906033.1	
cds-WP_021440189.1	
cds-WP_004143707.1	
cds-WP_023282626.1	K08994
cds-WP_002906016.1	
cds-WP_002906011.1	K07507
cds-WP_004180028.1	K03782
cds-WP_002905764.1	K09936
cds-WP_002905759.1	K05515
cds-WP_004189922.1	
cds-WP_004143686.1	K06138
cds-WP_004148467.1	K06136
cds-WP_021440182.1	K01273
cds-WP_004176065.1	K02483
cds-WP_004184155.1	
cds-WP_187079193.1	K13745
cds-WP_013815099.1-44	
cds-WP_032429957.1	K15599
cds-WP_004189951.1	K03707
cds-WP_002905531.1	
cds-WP_032411533.1	K03335
cds-WP_032429958.1	K21088
cds-WP_021440172.1	K03457
cds-AF52_RS10695	K16841
cds-WP_004184144.1	K07090
cds-WP_004176101.1	
cds-WP_002882540.1	
cds-WP_004187944.1	K02529
cds-WP_002882536.1	K10439
cds-WP_002882529.1	K10441
cds-WP_002882520.1	K03549
cds-WP_002882517.1	
cds-WP_002882510.1	K03718
cds-WP_004144989.1	K03495
cds-WP_013815099.1-45	
cds-WP_004151552.1	K02108
cds-WP_004107293.1	K02109
cds-WP_004144995.1	K02111
cds-WP_004144997.1	K02112
cds-WP_004151550.1	K04042
cds-WP_004150308.1	K02040
cds-WP_004151547.1	K02038
cds-WP_004145007.1	K02039
cds-WP_013815099.1-46	
cds-WP_032430005.1	
cds-WP_004145102.1	
cds-WP_004151543.1	K19784
cds-WP_004211197.1	
cds-WP_004151539.1	
cds-WP_004150295.1	K03217
cds-WP_004151535.1	K03536
cds-WP_004151534.1	K02313
cds-WP_004150293.1	K03629
cds-WP_050484285.1	
cds-AF52_RS25730	
cds-WP_004150284.1	
cds-WP_004151523.1	K04080
cds-WP_009308837.1	K14623
cds-WP_004151520.1	K03482
cds-WP_002923306.1	K01232
cds-WP_002923304.1	
cds-WP_020723563.1	K01753
cds-WP_032410116.1	
cds-WP_004181587.1	K08154
cds-WP_002923294.1	
cds-WP_004150272.1	
cds-WP_004173858.1	K01652
cds-WP_002923282.1	K07686
cds-WP_004145056.1	K07783
cds-WP_004901545.1	
cds-AF52_RS10260	
cds-WP_021440939.1	K05306
cds-WP_004145049.1	
cds-WP_004150258.1	K11084
cds-WP_004145044.1	K11082
cds-WP_002923158.1	K02759
cds-WP_004145041.1	K02760
cds-WP_032426549.1	
cds-WP_032430013.1	K16516
cds-WP_032430014.1	K10218
cds-WP_032428448.1	
cds-WP_004234160.1	
cds-WP_021440928.1	K07106
cds-WP_004889164.1	K18139
cds-WP_016529678.1	K03585
cds-WP_032428455.1	
cds-WP_004181564.1	
cds-WP_002923020.1	
cds-WP_021440921.1	K09958
cds-WP_004150236.1	K18991
cds-WP_032430018.1	
cds-WP_004173886.1	
cds-WP_004901462.1	K13979
cds-WP_021440916.1	
cds-WP_002922963.1	
cds-WP_108443077.1	
cds-AF52_RS0124105	
cds-WP_004173889.1	
cds-WP_002922962.1	K03292
cds-WP_013815099.1-47	
cds-WP_013815099.1-48	
cds-WP_002922944.1	K00864
cds-WP_004150222.1	K09892
cds-WP_020803798.1	K01521
cds-WP_002922909.1	K01803
cds-WP_021440903.1	
cds-WP_021440902.1	K02446
cds-WP_004181538.1	K00556
cds-WP_000135058.1	K03060
cds-WP_021440900.1	K01972
cds-WP_021440899.1	
cds-WP_023317368.1	
cds-AF52_RS27235	
cds-AF52_RS27245	
cds-AF52_RS09860	
cds-WP_187079195.1	K01993
cds-AF52_RS09845	
cds-AF52_RS09835	K01992
cds-WP_032430030.1	
cds-WP_009484082.1	K00681
cds-WP_021440835.1	K01126
cds-WP_004145129.1	K05815
cds-WP_004174008.1	K05813
cds-WP_004174006.1	K19165
cds-WP_002920803.1	K01995
cds-WP_002920807.1	K01997
cds-WP_021312829.1	
cds-WP_004150081.1	
cds-WP_021440839.1	K00375
cds-WP_004173994.1	K09811
cds-WP_004173992.1	K03110
cds-WP_002920822.1	K08993
cds-WP_004173987.1	
cds-WP_002920858.1	K04085
cds-WP_002920861.1	
cds-WP_004145147.1	
cds-WP_002920864.1	K12962
cds-WP_009308746.1	K13014
cds-WP_002921035.1	K10012
cds-WP_004181483.1	K13727
cds-WP_021440844.1	K15584
cds-WP_004151422.1	K15586
cds-WP_009308750.1	K10824
cds-WP_002921192.1	K06213
cds-WP_002921200.1	K16322
cds-WP_004145166.1	K06149
cds-WP_004173956.1	K15984
cds-WP_021465315.1	
cds-WP_002921271.1	K00383
cds-WP_032430040.1	
cds-WP_032430042.1	
cds-WP_004145179.1	
cds-WP_004150118.1	
cds-WP_002921434.1	K00874
cds-WP_002921438.1	K11103
cds-WP_032430051.1	K20543
cds-WP_072001583.1	K20541
cds-WP_002921510.1	
cds-WP_032430057.1	
cds-WP_004188236.1	
cds-WP_002921529.1	
cds-WP_004151435.1	K20541
cds-WP_004173940.1	
cds-WP_004145206.1	
cds-WP_021440860.1	K12371
cds-WP_002921786.1	K12369
cds-WP_013815099.1-50	
cds-WP_004152427.1	K12975
cds-WP_020803959.1	
cds-WP_015959126.1	K03826
cds-WP_002921917.1	
cds-WP_002921919.1	
cds-WP_002921927.1	
cds-WP_002921929.1	
cds-WP_013815099.1-51	
cds-WP_002922127.1	K01879
cds-WP_002922129.1	
cds-WP_004188180.1	
cds-WP_004150156.1	K00854
cds-WP_014906789.1	K10543
cds-WP_002922349.1	K10544
cds-WP_004188166.1	K03796
cds-WP_002922359.1	K00835
cds-WP_021440873.1	K21602
cds-WP_021440875.1	
cds-WP_032430066.1	
cds-WP_004889285.1	K03078
cds-WP_021440878.1	K03077
cds-WP_021440880.1	K01042
cds-AF52_RS26460	
cds-WP_019705056.1	K00009
cds-WP_002922402.1	
cds-WP_002922413.1	K00427
cds-WP_002922420.1	K00101
cds-WP_004164645.1	
cds-WP_004185922.1	K03772
cds-WP_002920140.1	K03775
cds-WP_004150031.1	K11747
cds-WP_032430077.1	K06158
cds-WP_002920151.1	K09898
cds-WP_002920158.1	K07397
cds-WP_004213494.1	
cds-WP_021440814.1	K01664
cds-WP_002920231.1	
cds-WP_002920240.1	K06141
cds-WP_002920243.1	K00362
cds-WP_002920252.1	K02302
cds-WP_004188345.1	K01091
cds-WP_002920260.1	K06223
cds-WP_004150047.1	K01735
cds-WP_021440817.1	K02507
cds-WP_004174029.1	K12290
cds-WP_004174027.1	K12288
cds-WP_032430083.1	K08312
cds-WP_004181456.1	K20881
cds-WP_004188324.1	K04083
cds-WP_002920333.1	K07638
cds-WP_002920503.1	K04760
cds-WP_013815099.1-52	
cds-WP_014906839.1	K04759
cds-WP_002920510.1	
cds-WP_004185961.1	
cds-WP_002920542.1	K06155
cds-WP_004151407.1	K00688
cds-WP_002920548.1	K02444
cds-WP_002920552.1	K02439
cds-WP_004174017.1	
cds-WP_002920561.1	K00688
cds-WP_002920566.1	K00975
cds-WP_004150069.1	K00700
cds-WP_004151411.1	
cds-WP_002920775.1	K00851
cds-WP_002920779.1	K06911
cds-WP_013815099.1-53	
cds-WP_002922602.1	K00989
cds-WP_004173905.1	K01053
cds-WP_004145270.1	K01520
cds-WP_002922589.1	K03630
cds-WP_002922510.1	K02913
cds-WP_002922501.1	K00954
cds-WP_004145263.1	K02527
cds-WP_032430101.1	
cds-WP_021440889.1	K02849
cds-WP_032428440.1	
cds-WP_002922468.1	
cds-WP_002922465.1	K02843
cds-WP_002922462.1	K00639
cds-WP_032428438.1	
cds-WP_032428437.1	K22719
cds-WP_002922436.1	
cds-WP_002922428.1	K03071
cds-WP_002922426.1	K00640
cds-WP_032430113.1	
cds-WP_002920128.1	K07235
cds-WP_002920119.1	K07237
cds-WP_002920113.1	K02992
cds-WP_004174069.1	K02358
cds-WP_002919971.1	K03594
cds-WP_001181005.1	K02946
cds-WP_002919794.1	K02926
cds-WP_002919786.1	K02886
cds-WP_002919773.1	K02890
cds-WP_002919759.1	K02878
cds-WP_002919751.1	K02961
cds-WP_000729185.1	K02895
cds-WP_002919667.1	K02954
cds-WP_002919662.1	K02933
cds-WP_002919545.1	K02988
cds-WP_002919516.1	K02876
cds-WP_000868187.1	
cds-WP_002919257.1	K02948
cds-WP_002919219.1	K03040
cds-WP_002919204.1	
cds-WP_004145324.1	K09890
cds-WP_032430127.1	K03499
cds-WP_032430129.1	K00604
cds-WP_032428422.1	K04096
cds-WP_004145330.1	K07479
cds-WP_002919126.1	K00014
cds-AF52_RS08260	
cds-AF52_RS08250	
cds-WP_032430131.1	K18142
cds-WP_021440791.1	K18140
cds-WP_004144972.1	K05540
cds-WP_004188394.1	K14392
cds-WP_002918738.1	K01961
cds-WP_019725248.1	K03786
cds-WP_004211677.1	K07147
cds-WP_002918686.1	K18765
cds-WP_004149974.1	K03570
cds-WP_032430132.1	K06287
cds-WP_032417624.1	
cds-WP_002918641.1	K21698
cds-WP_002918639.1	K15548
cds-WP_002918629.1	K03623
cds-WP_032428421.1	
cds-WP_002918570.1	K00024
cds-WP_032430134.1	K04772
cds-WP_004900926.1	K06916
cds-WP_000829818.1	K02996
cds-WP_002918465.1	K03600
cds-WP_002918461.1	K00266
cds-WP_002918455.1	K07139
cds-AF52_RS08005	
cds-WP_002917952.1	K00042
cds-WP_020802049.1	K12299
cds-WP_004144878.1	K07056
cds-WP_002918206.1	K07460
cds-WP_002918214.1	
cds-WP_002918218.1	
cds-WP_002918223.1	K09979
cds-WP_002918229.1	K03824
cds-WP_002918232.1	K24844
cds-WP_020802054.1	
cds-WP_004150943.1	K05592
cds-WP_002918241.1	K05803
cds-WP_002918244.1	K02956
cds-WP_002918248.1	K02834
cds-WP_002918252.1	K02600
cds-WP_004144895.1	K01940
cds-AF52_RS0124215	
cds-WP_002918367.1	
cds-WP_002918369.1	K03075
cds-WP_002918371.1	K00796
cds-WP_002918373.1	K02427
cds-WP_002918375.1	K03624
cds-WP_002918377.1	K03979
cds-WP_002434222.1	K02899
cds-WP_004144907.1	K02523
cds-WP_002918382.1	K00790
cds-WP_004174142.1	K07122
cds-WP_002918387.1	K02067
cds-WP_004150950.1	K02065
cds-WP_002918399.1	K06041
cds-WP_002918413.1	K11719
cds-WP_002918417.1	K06861
cds-WP_002918423.1	K05808
cds-WP_002918428.1	K06958
cds-WP_032430141.1	K03814
cds-WP_002918444.1	K07648
cds-WP_032428420.1	K08322
cds-WP_032430142.1	
cds-AF52_RS07610	
cds-WP_002917923.1	
cds-WP_002917920.1	K15977
cds-WP_002917917.1	
cds-WP_002917914.1	
cds-WP_002917909.1	
cds-WP_002917905.1	K08191
cds-WP_002917898.1	K01685
cds-WP_002917895.1	K07862
cds-WP_004181399.1	
cds-WP_021440752.1	
cds-WP_021440751.1	K11391
cds-WP_019704938.1	K11216
cds-WP_022615670.1	K10558
cds-WP_032430144.1	K10557
cds-WP_002917724.1	K08321
cds-WP_023316052.1	K09251
cds-WP_021440748.1	K07229
cds-WP_004174229.1	K05881
cds-WP_002917682.1	K05878
cds-WP_002917681.1	K00005
cds-WP_002917679.1	K00798
cds-WP_032430191.1	K00086
cds-WP_015875176.1	
cds-WP_021440746.1	K06121
cds-AF52_RS0124235	
cds-WP_002917655.1	K19778
cds-WP_004144810.1	
cds-WP_013815099.1-56	
cds-WP_004174237.1	K07690
cds-WP_023313669.1	
cds-AF52_RS27335	
cds-WP_032430148.1	K01190
cds-AF52_RS25890	
cds-AF52_RS25905	
cds-WP_032430151.1	
cds-AF52_RS25915	
cds-WP_004118225.1	
cds-WP_004118227.1	K13890
cds-WP_004118229.1	
cds-WP_004118231.1	
cds-AF52_RS07235	
cds-WP_004197067.1	K07165
cds-WP_023157913.1	K23181
cds-WP_004118246.1	K23182
cds-WP_004118251.1	K07484
cds-WP_020806188.1-5	K07481
cds-WP_002885079.1	K06901
cds-WP_002885085.1	
cds-WP_002885088.1	
cds-WP_004210006.1	
cds-WP_004151734.1	
cds-WP_024623073.1	K14393
cds-WP_002885145.1	K01895
cds-WP_004146659.1	K11102
cds-WP_012737173.1	K22015
cds-WP_004177809.1	
cds-AF52_RS0124265	
cds-WP_002885172.1	K10440
cds-WP_021441042.1	
cds-WP_004210023.1	K06167
cds-WP_009484481.1	K06162
cds-WP_004177787.1	K05781
cds-WP_021441044.1	K06164
cds-WP_020802927.1	K06166
cds-WP_004177784.1	K04750
cds-WP_002885227.1	K03762
cds-WP_032430168.1	K07406
cds-WP_004146677.1	
cds-WP_004177777.1	
cds-WP_021441050.1	K05516
cds-WP_004221988.1	
cds-WP_004177775.1	K11937
cds-WP_032430193.1	K11931
cds-AF52_RS06930	
cds-AF52_RS27350	
cds-WP_004146686.1	
cds-WP_021441054.1	
cds-WP_032430173.1	K04084
cds-WP_002885423.1	K07791
cds-WP_002885425.1	K07113
cds-WP_004152420.1	K04078
cds-AF52_RS27360	
cds-AF52_RS25950	K07347
cds-WP_004186607.1	
cds-WP_002887848.1	K12524
cds-WP_002887863.1	K01733
cds-WP_004178561.1	K09861
cds-WP_002887897.1	K00616
cds-WP_021441173.1	
cds-WP_021441175.1	
cds-WP_004146997.1	K04043
cds-WP_004192071.1	K03313
cds-WP_002887965.1	
cds-WP_032430302.1	K01870
cds-WP_002887976.1	K03774
cds-WP_032430200.1	K12700
cds-WP_021441178.1	
cds-WP_004222618.1	K07702
cds-WP_032430201.1	K20509
cds-WP_012540458.1	K01573
cds-WP_004222626.1	K01910
cds-WP_004151372.1	K01644
cds-WP_004222628.1	K05966
cds-WP_004212571.1	K01956
cds-WP_002888059.1	
cds-WP_004145992.1	K11745
cds-WP_002888321.1	K01525
cds-WP_002888324.1	K02528
cds-WP_002888329.1	K03771
cds-WP_002888332.1	K05801
cds-WP_004192048.1	K07700
cds-WP_021441189.1	K05964
cds-WP_032428530.1	K03580
cds-WP_002888353.1	K03077
cds-WP_023279864.1	K00853
cds-WP_002888373.1	
cds-WP_002888430.1	K02063
cds-AF52_RS0124360	K11925
cds-WP_004147046.1	K03291
cds-WP_013815099.1-58	
cds-WP_004177420.1	K03785
cds-WP_002888460.1	K05887
cds-WP_002888481.1	K01704
cds-WP_002888487.1	K00052
cds-WP_004222662.1	
cds-WP_002888534.1	K01652
cds-WP_004145952.1	K03435
cds-WP_002888547.1	K03438
cds-WP_032430210.1	K03587
cds-WP_004177411.1	K01929
cds-WP_004151364.1	K01925
cds-WP_002888566.1	K02563
cds-WP_002888623.1	K01921
cds-WP_002888625.1	K03590
cds-WP_032430211.1	K02535
cds-WP_002888638.1	K03070
cds-WP_002888644.1	K09862
cds-WP_002888649.1	K00859
cds-WP_021441203.1	K02505
cds-WP_002888683.1	K02682
cds-WP_002888692.1	K03806
cds-WP_021441204.1	
cds-WP_004147090.1	K11734
cds-WP_032430213.1	K00163
cds-WP_002888731.1	K00382
cds-WP_002888733.1	
cds-WP_002888735.1	K01682
cds-WP_002888739.1	K01611
cds-WP_072072754.1	
cds-WP_002888804.1	
cds-WP_032430215.1	K14588
cds-WP_012542835.1	
cds-WP_002888821.1	K01673
cds-WP_004204389.1	K01992
cds-WP_004145907.1	
cds-WP_002888835.1	K01918
cds-WP_004145905.1	K00950
cds-WP_021441212.1	K01894
cds-WP_032430216.1	K06206
cds-WP_023282188.1	K03579
cds-WP_021441215.1	K02463
cds-WP_021441216.1	K02461
cds-WP_032428541.1	K02459
cds-WP_021441218.1	K02457
cds-WP_004177382.1	K02455
cds-WP_032430217.1	K02453
cds-WP_004219434.1	
cds-WP_021441221.1	K02451
cds-WP_004147125.1	
cds-WP_004178624.1	K02014
cds-WP_004178627.1	K23227
cds-WP_002889272.1	K01845
cds-WP_002889275.1	K15724
cds-WP_002889279.1	K06858
cds-WP_004145871.1	K01129
cds-WP_002889289.1	K02647
cds-WP_002889295.1	K00674
cds-WP_004177362.1	K01265
cds-WP_004151930.1	K02357
cds-WP_002889308.1	K02838
cds-WP_002889316.1	K00806
cds-WP_004177358.1	K11749
cds-WP_004178645.1	K06142
cds-WP_004145858.1	K02372
cds-WP_002889374.1	K00748
cds-WP_004177353.1	K02337
cds-WP_021441230.1	K01582
cds-WP_009309280.1	K04075
cds-WP_002889429.1	
cds-WP_002889433.1	K15034
cds-WP_004212714.1	
cds-WP_032430223.1	K22900
cds-WP_002889445.1	K02073
cds-WP_002889450.1	K02071
cds-WP_012737430.1	K06222
cds-WP_021441232.1	
cds-WP_021441233.1	
cds-WP_032428550.1	K01069
cds-WP_002889686.1	K03469
cds-WP_032430225.1	
cds-WP_002889689.1	K13566
cds-WP_004145825.1	K03271
cds-WP_002889699.1	
cds-WP_002889703.1	K00347
cds-WP_002889716.1	K00349
cds-WP_021441239.1	K00351
cds-WP_021441240.1	
cds-WP_002889727.1	K03830
cds-WP_002889733.1	K00769
cds-WP_004177332.1	K11926
cds-WP_032430227.1	K11735
cds-WP_032430229.1	K00135
cds-WP_002889847.1	K15737
cds-WP_032430232.1	
cds-WP_009309773.1	
cds-WP_032430234.1	K07347
cds-AF52_RS05525	K07345
cds-AF52_RS27390	
cds-WP_004222859.1	
cds-WP_021441254.1	
cds-WP_016531458.1	K02042
cds-WP_002890002.1	
cds-WP_013815099.1-59	
cds-AF52_RS27405	
cds-WP_004147253.1	K00147
cds-AF52_RS27415	
cds-WP_032430236.1	K21965
cds-WP_002890060.1	K21967
cds-WP_004178714.1	K02029
cds-WP_004151355.1	K02028
cds-WP_013815099.1-61	
cds-WP_002890126.1	K01996
cds-WP_004144594.1	K01998
cds-WP_004147267.1	K01999
cds-WP_004147268.1	K03736
cds-WP_032430243.1	K16238
cds-WP_002890161.1	K16235
cds-WP_032430246.1	K15551
cds-WP_004144603.1	K15552
cds-WP_032430247.1	
cds-WP_004151350.1	K18988
cds-WP_002890204.1	K17938
cds-WP_002890210.1	
cds-WP_004151348.1	K01921
cds-WP_002890219.1	K08161
