id	contig	beg	end	gene	product
cds-WP_032428322.1	NZ_KK737546.1	1031951	1032394		Lrp/AsnC family transcriptional regulator
cds-WP_021440328.1	NZ_KK737546.1	1032502	1033398		DMT family transporter
cds-WP_032429579.1	NZ_KK737546.1	1033395	1034072	narI	respiratory nitrate reductase subunit gamma
cds-WP_002910191.1	NZ_KK737546.1	1034072	1034782	narJ	nitrate reductase molybdenum cofactor assembly chaperone
cds-WP_019705142.1	NZ_KK737546.1	1034779	1036314	narH	nitrate reductase subunit beta
cds-WP_004180382.1	NZ_KK737546.1	1036311	1040054		nitrate reductase subunit alpha
cds-WP_032428329.1	NZ_KK737546.1	1040221	1040334		hypothetical protein
cds-WP_032428323.1	NZ_KK737546.1	1040460	1041848		NarK family nitrate/nitrite MFS transporter
cds-WP_004175566.1	NZ_KK737546.1	1042160	1043938	narX	nitrate/nitrite two-component system sensor histidine kinase NarX
cds-WP_002910198.1	NZ_KK737546.1	1043949	1044599	narL	two-component system response regulator NarL
cds-WP_002910201.1	NZ_KK737546.1	1044596	1045978		YchO/YchP family invasin
cds-WP_004175564.1	NZ_KK737546.1	1046130	1048730		nitrate reductase
cds-WP_021440334.1	NZ_KK737546.1	1048730	1052797	nirD	nitrite reductase small subunit NirD
cds-WP_004145418.1	NZ_KK737546.1	1052808	1053596		ABC transporter ATP-binding protein
cds-WP_004152255.1	NZ_KK737546.1	1053606	1054490	ntrB	nitrate ABC transporter permease
cds-WP_032429580.1	NZ_KK737546.1	1054492	1055748		ABC transporter substrate-binding protein
cds-WP_021440335.1	NZ_KK737546.1	1055991	1057172		nitrate regulatory protein
cds-WP_002910380.1	NZ_KK737546.1	1057240	1057593		DsrE family protein
cds-WP_002910387.1	NZ_KK737546.1	1057831	1058073		DUF1883 domain-containing protein
cds-WP_004152258.1	NZ_KK737546.1	1058291	1058971		gamma-glutamylcyclotransferase
cds-WP_002910389.1	NZ_KK737546.1	1059108	1059338	chaB	putative cation transport regulator ChaB
cds-WP_002910392.1	NZ_KK737546.1	1059602	1060702	chaA	sodium-potassium/proton antiporter ChaA
cds-WP_002910393.1	NZ_KK737546.1	1060789	1061643	kdsA	3-deoxy-8-phosphooctulonate synthase
cds-WP_032429581.1	NZ_KK737546.1	1061683	1062495		tetratricopeptide repeat-containing protein
cds-WP_004145428.1	NZ_KK737546.1	1062499	1062891		SirB family protein
cds-WP_004898979.1	NZ_KK737546.1	1062891	1063739	prmC	peptide chain release factor N(5)-glutamine methyltransferase
cds-WP_002910403.1	NZ_KK737546.1	1063739	1064821	prfA	peptide chain release factor 1
cds-WP_002910404.1	NZ_KK737546.1	1064864	1066120	hemA	glutamyl-tRNA reductase
cds-WP_002910405.1	NZ_KK737546.1	1066391	1067002	lolB	lipoprotein localization protein LolB
cds-WP_004898981.1	NZ_KK737546.1	1067002	1067850	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
cds-WP_002910407.1	NZ_KK737546.1	1068034	1068981	prs	ribose-phosphate diphosphokinase
cds-WP_004200291.1	NZ_KK737546.1	1069106	1070785	dauA	C4-dicarboxylic acid transporter DauA
cds-WP_004175547.1	NZ_KK737546.1	1070786	1071832		MerR family transcriptional regulator
cds-WP_002910437.1	NZ_KK737546.1	1072054	1072329	ychH	stress-induced protein YchH
cds-WP_004180389.1	NZ_KK737546.1	1072602	1073186	pth	aminoacyl-tRNA hydrolase
cds-WP_002910443.1	NZ_KK737546.1	1073304	1074395	ychF	redox-regulated ATPase YchF
cds-WP_004145442.1	NZ_KK737546.1	1074477	1074806		DUF1869 domain-containing protein
cds-WP_002910453.1	NZ_KK737546.1	1074890	1075804		sugar ABC transporter substrate-binding protein
cds-WP_032429582.1	NZ_KK737546.1	1075936	1077351		type VI secretion system ImpA family N-terminal domain-containing protein
cds-WP_004175538.1	NZ_KK737546.1	1077371	1077814	tssE	type VI secretion system baseplate subunit TssE
cds-WP_004175532.1	NZ_KK737546.1	1077817	1078353	tssJ	type VI secretion system lipoprotein TssJ
cds-WP_021440342.1	NZ_KK737546.1	1078334	1079350	tssG	type VI secretion system baseplate subunit TssG
cds-AF52_RS17835	NZ_KK737546.1	1079380	1081143	tssF	type VI secretion system baseplate subunit TssF
cds-WP_171991785.1	NZ_KK737546.1	1081277	1084693		type VI secretion protein VasK
cds-WP_004899005.1	NZ_KK737546.1	1084708	1085919		hypothetical protein
cds-WP_004899008.1	NZ_KK737546.1	1085924	1086181		PAAR domain-containing protein
cds-WP_013815099.1-24	NZ_KK737546.1	1086223	1087191		IS5-like element IS903B family transposase
cds-WP_071603213.1	NZ_KK737546.1	1087273	1088052		hypothetical protein
cds-AF52_RS25250	NZ_KK737546.1	1088184	1089413		M23 family metallopeptidase
cds-AF52_RS26885	NZ_KK737546.1	1089482	1089616		IS5/IS1182 family transposase
cds-WP_187079183.1	NZ_KK737546.1	1089947	1090528		hypothetical protein
cds-AF52_RS0123460	NZ_KK737546.1	1090628	1090912		IS5/IS1182 family transposase
cds-AF52_RS26890	NZ_KK737546.1	1095758	1095891		IS5/IS1182 family transposase
cds-AF52_RS25260	NZ_KK737546.1	1096147	1096341		transglycosylase SLT domain-containing protein
cds-WP_050484277.1	NZ_KK737546.1	1096700	1097497		hypothetical protein
cds-AF52_RS26910	NZ_KK737546.1	1101418	1101547		IS5/IS1182 family transposase
cds-WP_024622687.1	NZ_KK737546.1	1101978	1103318	tssK	type VI secretion system baseplate subunit TssK
cds-WP_032429587.1	NZ_KK737546.1	1103315	1103968		DotU family type IV/VI secretion system protein
cds-WP_032429588.1	NZ_KK737546.1	1103972	1105669		OmpA family protein
cds-AF52_RS27855	NZ_KK737546.1	1105856	1105980		hypothetical protein
cds-AF52_RS17780	NZ_KK737546.1	1106131	1108194	vgrG	type VI secretion system tip protein VgrG
cds-WP_013815099.1-25	NZ_KK737546.1	1108246	1109214		IS5-like element IS903B family transposase
cds-WP_050484282.1	NZ_KK737546.1	1109194	1110111		IS5 family transposase
cds-WP_032429589.1	NZ_KK737546.1	1110157	1110477		hypothetical protein
cds-WP_032429590.1	NZ_KK737546.1	1110545	1110808		hypothetical protein
cds-WP_032429591.1	NZ_KK737546.1	1110819	1111511		minor capsid protein
cds-WP_032429592.1	NZ_KK737546.1	1111564	1113084		DUF1073 domain-containing protein
cds-WP_032429593.1	NZ_KK737546.1	1113085	1114761	terL	phage terminase large subunit
cds-WP_032429594.1	NZ_KK737546.1	1114766	1115335		terminase small subunit
cds-WP_032429596.1	NZ_KK737546.1	1115340	1115555		hypothetical protein
cds-WP_087749278.1	NZ_KK737546.1	1115890	1116027		hypothetical protein
cds-WP_032429598.1	NZ_KK737546.1	1116030	1116497		lysis protein
cds-WP_020804048.1	NZ_KK737546.1	1116494	1117024		lysozyme
cds-WP_004151282.1	NZ_KK737546.1	1117027	1117275		class II holin family protein
cds-WP_032429600.1	NZ_KK737546.1	1118641	1118994		hypothetical protein
cds-WP_004884209.1	NZ_KK737546.1	1119587	1120087		phage antitermination Q family protein
cds-WP_032429601.1	NZ_KK737546.1	1120084	1120224		YlcG family protein
cds-WP_032429603.1	NZ_KK737546.1	1120221	1120583		RusA family crossover junction endodeoxyribonuclease
cds-WP_004141687.1	NZ_KK737546.1	1120580	1120870		DUF1364 domain-containing protein
cds-WP_032429604.1	NZ_KK737546.1	1120863	1121033		NinE family protein
cds-WP_032429606.1	NZ_KK737546.1	1121014	1121481		recombination protein NinB
cds-WP_032429607.1	NZ_KK737546.1	1121740	1121937		hypothetical protein
cds-WP_032429608.1	NZ_KK737546.1	1121930	1122235		hypothetical protein
cds-WP_077254738.1	NZ_KK737546.1	1122226	1122615		DUF551 domain-containing protein
cds-AF52_RS25290	NZ_KK737546.1	1122697	1122954		DUF551 domain-containing protein
cds-WP_001096658.1	NZ_KK737546.1	1123182	1123418		hypothetical protein
cds-WP_032429609.1	NZ_KK737546.1	1123418	1123792		HNH endonuclease
cds-WP_050484278.1	NZ_KK737546.1	1123792	1124439		hypothetical protein
cds-WP_032429610.1	NZ_KK737546.1	1124546	1124806		DUF4752 family protein
cds-WP_032429612.1	NZ_KK737546.1	1124803	1125198		hypothetical protein
cds-AF52_RS0123495	NZ_KK737546.1	1125195	1125496		MarR family transcriptional regulator
cds-WP_187079187.1	NZ_KK737546.1	1125496	1126911		AAA family ATPase
cds-WP_187079188.1	NZ_KK737546.1	1126916	1127767		DNA replication protein
cds-WP_004151298.1-2	NZ_KK737546.1	1127808	1127954		hypothetical protein
cds-WP_004141720.1-2	NZ_KK737546.1	1128041	1128361		hypothetical protein
cds-WP_023284762.1	NZ_KK737546.1	1128411	1128626		helix-turn-helix transcriptional regulator
cds-WP_019704102.1	NZ_KK737546.1	1128726	1129358		helix-turn-helix domain-containing protein
cds-WP_074440723.1	NZ_KK737546.1	1129864	1129989		hypothetical protein
cds-WP_072001571.1	NZ_KK737546.1	1129982	1130188		cell division inhibitor protein
cds-WP_032429616.1	NZ_KK737546.1	1130270	1130554	gamL	host nuclease inhibitor GamL
cds-AF52_RS27875	NZ_KK737546.1	1130566	1130764		hypothetical protein
cds-WP_014342891.1	NZ_KK737546.1	1130734	1131069		hypothetical protein
cds-WP_032429617.1	NZ_KK737546.1	1131066	1131689		YqaJ viral recombinase family protein
cds-WP_032429618.1	NZ_KK737546.1	1131686	1132114		hypothetical protein
cds-WP_032429619.1	NZ_KK737546.1	1132111	1132767		DNA methyltransferase
cds-WP_032429620.1	NZ_KK737546.1	1132764	1133933		DNA cytosine methyltransferase
cds-WP_032429621.1	NZ_KK737546.1	1134147	1134491		hypothetical protein
cds-WP_072001572.1	NZ_KK737546.1	1134484	1134678		hypothetical protein
cds-WP_032429622.1	NZ_KK737546.1	1134675	1134866		DUF1382 family protein
cds-WP_032429623.1	NZ_KK737546.1	1134863	1135081		TraR/DksA family transcriptional regulator
cds-WP_019725112.1	NZ_KK737546.1	1135085	1135327	xisR	excisionase family protein
cds-WP_032429624.1	NZ_KK737546.1	1135375	1136637		DUF3596 domain-containing protein
cds-AF52_RS0123510	NZ_KK737546.1	1136676	1136903		LysR family transcriptional regulator
cds-WP_004145468.1	NZ_KK737546.1	1136878	1137687		substrate-binding domain-containing protein
cds-WP_004175494.1	NZ_KK737546.1	1137699	1138994		MFS transporter
cds-WP_032429625.1	NZ_KK737546.1	1139298	1140224		LysR family transcriptional regulator
cds-WP_002910717.1	NZ_KK737546.1	1140323	1140799		GNAT family N-acetyltransferase
cds-WP_004148802.1	NZ_KK737546.1	1140849	1142492	pckA	phosphoenolpyruvate carboxykinase (ATP)
cds-WP_002910720.1	NZ_KK737546.1	1142776	1143669		LysR family transcriptional regulator
cds-WP_004175491.1	NZ_KK737546.1	1143675	1144394		ABC transporter ATP-binding protein
cds-WP_004148803.1	NZ_KK737546.1	1144391	1145266		ATP-binding cassette domain-containing protein
cds-WP_004148804.1	NZ_KK737546.1	1145263	1146549	livM	high-affinity branched-chain amino acid ABC transporter permease LivM
cds-WP_004175489.1	NZ_KK737546.1	1146559	1147473		branched-chain amino acid ABC transporter permease
cds-WP_004189329.1	NZ_KK737546.1	1147583	1148641		branched-chain amino acid ABC transporter substrate-binding protein
cds-WP_004225356.1	NZ_KK737546.1	1148931	1149077		hypothetical protein
cds-WP_024622740.1	NZ_KK737546.1	1149129	1151423	pflB	formate C-acetyltransferase
cds-WP_021440352.1	NZ_KK737546.1	1151452	1152660	tdcD	propionate kinase
cds-WP_004145486.1	NZ_KK737546.1	1152688	1154019	tdcC	threonine/serine transporter TdcC
cds-WP_004211070.1	NZ_KK737546.1	1154045	1155034	tdcB	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB
cds-WP_002910764.1	NZ_KK737546.1	1155128	1156069	tdcA	transcriptional regulator TdcA
cds-WP_004148810.1	NZ_KK737546.1	1156246	1156389		hypothetical protein
cds-WP_004145488.1	NZ_KK737546.1	1156687	1156809		nitrilotriacetate monooxygenase
cds-WP_024622741.1	NZ_KK737546.1	1156847	1157647		PhnD/SsuA/transferrin family substrate-binding protein
cds-WP_032425076.1	NZ_KK737546.1	1157640	1158626		fatty acid desaturase
cds-WP_002910830.1	NZ_KK737546.1	1159065	1159811		proteasome-type protease
cds-WP_008804319.1	NZ_KK737546.1	1159828	1160643		transglutaminase family protein
cds-WP_004184646.1	NZ_KK737546.1	1160640	1161569		alpha-E domain-containing protein
cds-WP_004211064.1	NZ_KK737546.1	1161563	1163002		circularly permuted type 2 ATP-grasp protein
cds-AF52_RS26335	NZ_KK737546.1	1163005	1163203		biopolymer transporter TonB
cds-WP_004175476.1	NZ_KK737546.1	1163388	1165133		alpha%2Calpha-trehalase
cds-WP_023328505.1	NZ_KK737546.1	1165384	1167504		TonB-dependent siderophore receptor
cds-WP_002910846.1	NZ_KK737546.1	1167546	1168157	emtA	membrane-bound lytic murein transglycosylase EmtA
cds-WP_002910883.1	NZ_KK737546.1	1168333	1169247	ldcA	muramoyltetrapeptide carboxypeptidase
cds-WP_002910885.1	NZ_KK737546.1	1169340	1171073		potassium/proton antiporter
cds-WP_002910887.1	NZ_KK737546.1	1171090	1172160	dadX	catabolic alanine racemase DadX
cds-WP_004175465.1	NZ_KK737546.1	1172170	1173468		D-amino acid dehydrogenase
cds-WP_032409324.1	NZ_KK737546.1	1173567	1173713		hypothetical protein
cds-WP_032429737.1	NZ_KK737546.1	1173790	1175322		SpoVR family protein
cds-WP_002910890.1	NZ_KK737546.1	1175397	1176116	fadR	fatty acid metabolism transcriptional regulator FadR
cds-WP_004151442.1	NZ_KK737546.1	1176365	1177915	nhaB	sodium/proton antiporter NhaB
cds-WP_002910894.1	NZ_KK737546.1	1178044	1178574	dsbB	disulfide bond formation protein DsbB
cds-WP_002910895.1	NZ_KK737546.1	1178725	1179069		DUF1971 domain-containing protein
cds-WP_021440363.1	NZ_KK737546.1	1179076	1179522		YcgN family cysteine cluster protein
cds-WP_004180422.1	NZ_KK737546.1	1179617	1180276		fumarylacetoacetate hydrolase family protein
cds-WP_002910898.1	NZ_KK737546.1	1180293	1180574		YcgL domain-containing protein
cds-WP_004180423.1	NZ_KK737546.1	1180701	1181399	minC	septum site-determining protein MinC
cds-WP_002910900.1	NZ_KK737546.1	1181423	1182235	minD	septum site-determining protein MinD
cds-WP_002910902.1	NZ_KK737546.1	1182239	1182508	minE	cell division topological specificity factor MinE
cds-WP_187079189.1	NZ_KK737546.1	1182586	1183701	rnd	ribonuclease D
cds-WP_002910904.1	NZ_KK737546.1	1183783	1185468	fadD	long-chain-fatty-acid--CoA ligase FadD
cds-WP_002910905.1	NZ_KK737546.1	1185674	1186255		Slp family lipoprotein
cds-WP_004151443.1	NZ_KK737546.1	1186294	1186989	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
cds-WP_004175456.1	NZ_KK737546.1	1187135	1189045		ATP-dependent DNA helicase
cds-WP_002910910.1	NZ_KK737546.1	1189176	1189520		RidA family protein
cds-WP_004145519.1	NZ_KK737546.1	1189521	1189706		YoaH family protein
cds-WP_004145520.1	NZ_KK737546.1	1189795	1191150	pabB	aminodeoxychorismate synthase component 1
cds-WP_004180429.1	NZ_KK737546.1	1191154	1191732		CoA pyrophosphatase
cds-WP_004151445.1	NZ_KK737546.1	1191895	1193259	sdaA	L-serine ammonia-lyase
cds-WP_024622747.1	NZ_KK737546.1	1193442	1195025		EAL domain-containing protein
cds-WP_004145524.1	NZ_KK737546.1	1195059	1196618	yoaE	CNNM family cation transport protein YoaE
cds-WP_002910917.1	NZ_KK737546.1	1197065	1198036	manX	PTS mannose transporter subunit IIAB
cds-WP_002910918.1	NZ_KK737546.1	1198093	1198893		PTS mannose/fructose/sorbose transporter subunit IIC
cds-WP_004145526.1	NZ_KK737546.1	1198906	1199757		PTS mannose transporter subunit IID
cds-WP_002910920.1	NZ_KK737546.1	1199820	1200278		DUF986 domain-containing protein
cds-WP_009484665.1	NZ_KK737546.1	1200697	1201263	mntP	manganese efflux pump MntP
cds-WP_002910922.1	NZ_KK737546.1	1201267	1202061	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase
cds-WP_002910924.1	NZ_KK737546.1	1202123	1203871	ftsI	peptidoglycan glycosyltransferase FtsI
cds-WP_001062678.1	NZ_KK737546.1	1204059	1204268	cspE	transcription antiterminator/RNA stability regulator CspE
cds-WP_071526670.1	NZ_KK737546.1	1204351	1204425		DUF2627 domain-containing protein
cds-WP_002911374.1	NZ_KK737546.1	1205016	1205306		YebO family protein
cds-WP_002911375.1	NZ_KK737546.1	1205381	1205524	mgrB	PhoP/PhoQ regulator MgrB
cds-WP_004145533.1	NZ_KK737546.1	1205684	1205923		hypothetical protein
cds-WP_002911378.1	NZ_KK737546.1	1205980	1206771	kdgR	DNA-binding transcriptional regulator KdgR
cds-WP_072200054.1	NZ_KK737546.1	1206898	1208319		MFS transporter
cds-WP_002911381.1	NZ_KK737546.1	1208385	1209269	htpX	protease HtpX
cds-WP_004145536.1	NZ_KK737546.1	1209505	1211553	prc	carboxy terminal-processing peptidase
cds-WP_002911385.1	NZ_KK737546.1	1211573	1212250	proQ	RNA chaperone ProQ
cds-WP_002911386.1	NZ_KK737546.1	1212348	1212845		GAF domain-containing protein
cds-WP_002911387.1	NZ_KK737546.1	1212978	1214261	yebS	membrane integrity lipid transport subunit YebS
cds-WP_002911388.1	NZ_KK737546.1	1214230	1216863		PqiB family protein
cds-WP_032429627.1	NZ_KK737546.1	1216988	1218421	rsmF	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF
cds-WP_002911393.1	NZ_KK737546.1	1218537	1218776		YebV family protein
cds-WP_002911395.1	NZ_KK737546.1	1218874	1219065		YebW family protein
cds-WP_009484457.1	NZ_KK737546.1	1219062	1219715	pphA	protein-serine/threonine phosphatase
cds-WP_014907334.1	NZ_KK737546.1	1219872	1220840		DUF535 domain-containing protein
cds-WP_002911398.1	NZ_KK737546.1	1220945	1221088	ecr	Ecr family regulatory small membrane protein
cds-WP_002911404.1	NZ_KK737546.1	1221724	1222062		YebY family protein
cds-WP_032429628.1	NZ_KK737546.1	1222079	1222948	copD	copper homeostasis membrane protein CopD
cds-WP_004151448.1	NZ_KK737546.1	1222952	1223326	yobA	CopC domain-containing protein YobA
cds-WP_002911406.1	NZ_KK737546.1	1223439	1223669		DNA polymerase III subunit theta
cds-WP_002911407.1	NZ_KK737546.1	1223748	1224407	exoX	exodeoxyribonuclease X
cds-WP_004151449.1	NZ_KK737546.1	1224411	1226471	ptrB	oligopeptidase B
cds-WP_004180434.1	NZ_KK737546.1	1226592	1227251		tellurite resistance TerB family protein
cds-WP_004184662.1	NZ_KK737546.1	1227391	1227738		YebG family protein
cds-WP_002911418.1	NZ_KK737546.1	1227883	1229061	purT	formate-dependent phosphoribosylglycinamide formyltransferase
cds-WP_002911423.1	NZ_KK737546.1	1229119	1229760		bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
cds-WP_002911425.1	NZ_KK737546.1	1229799	1231610	edd	phosphogluconate dehydratase
cds-WP_002911427.1	NZ_KK737546.1	1231833	1233308	zwf	glucose-6-phosphate dehydrogenase
cds-WP_004145554.1	NZ_KK737546.1	1233319	1233468		hypothetical protein
cds-WP_004145555.1	NZ_KK737546.1	1233628	1234533		MurR/RpiR family transcriptional regulator
cds-WP_002911440.1	NZ_KK737546.1	1234659	1236101	pyk	pyruvate kinase
cds-WP_032429629.1	NZ_KK737546.1	1236142	1237116	lpxM	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase
cds-WP_004148858.1	NZ_KK737546.1	1237234	1238553	mepM	murein DD-endopeptidase MepM
cds-WP_004180437.1	NZ_KK737546.1	1238569	1239513	znuA	zinc ABC transporter substrate-binding protein ZnuA
cds-WP_002911449.1	NZ_KK737546.1	1239592	1240344	znuC	zinc ABC transporter ATP-binding protein ZnuC
cds-WP_004212745.1	NZ_KK737546.1	1240344	1241129	znuB	zinc ABC transporter permease subunit ZnuB
cds-WP_004148860.1	NZ_KK737546.1	1241193	1242203	ruvB	Holliday junction branch migration DNA helicase RuvB
cds-WP_002911454.1	NZ_KK737546.1	1242212	1242823	ruvA	Holliday junction branch migration protein RuvA
cds-WP_002911456.1	NZ_KK737546.1	1242903	1243424	ruvC	crossover junction endodeoxyribonuclease RuvC
cds-WP_002911459.1	NZ_KK737546.1	1243459	1244199		YebC/PmpR family DNA-binding transcriptional regulator
cds-WP_002911477.1	NZ_KK737546.1	1244227	1244670	nudB	dihydroneopterin triphosphate diphosphatase
cds-WP_002911479.1	NZ_KK737546.1	1244672	1246459	aspS	aspartate--tRNA ligase
cds-WP_004145564.1	NZ_KK737546.1	1246727	1247293		hydrolase
cds-WP_009307531.1	NZ_KK737546.1	1247290	1248108		DUF72 domain-containing protein
cds-WP_002911484.1	NZ_KK737546.1	1248161	1248556		MAPEG family protein
cds-WP_004175417.1	NZ_KK737546.1	1248596	1249339	cmoA	carboxy-S-adenosyl-L-methionine synthase CmoA
cds-WP_032429630.1	NZ_KK737546.1	1249336	1250340	cmoB	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB
cds-WP_032429631.1	NZ_KK737546.1	1250422	1251165	cutC	copper homeostasis protein CutC
cds-WP_015958659.1	NZ_KK737546.1	1251242	1251811		VOC family protein
cds-WP_004151452.1	NZ_KK737546.1	1252047	1253780	argS	arginine--tRNA ligase
cds-WP_002911497.1	NZ_KK737546.1	1253842	1254981		glycoside hydrolase family 105 protein
cds-WP_021440394.1	NZ_KK737546.1	1254986	1256569		MFS transporter
cds-WP_002911500.1	NZ_KK737546.1	1256923	1257351	uspC	universal stress protein UspC
cds-WP_004175414.1	NZ_KK737546.1	1257375	1258799	otsA	alpha%2Calpha-trehalose-phosphate synthase
cds-WP_002911505.1	NZ_KK737546.1	1258774	1259562	otsB	trehalose-phosphatase
cds-WP_002911507.1	NZ_KK737546.1	1259724	1260704	araH	L-arabinose ABC transporter permease AraH
cds-WP_004184670.1	NZ_KK737546.1	1260719	1262233	araG	L-arabinose ABC transporter ATP-binding protein AraG
cds-WP_009484443.1	NZ_KK737546.1	1262296	1263276		arabinose ABC transporter substrate-binding protein
cds-WP_160540596.1	NZ_KK737546.1	1263638	1263736		hypothetical protein
cds-WP_004175413.1	NZ_KK737546.1	1264168	1264677		non-heme ferritin-like protein
cds-WP_004148869.1	NZ_KK737546.1	1264748	1264906		succinate dehydrogenase
cds-WP_002911522.1	NZ_KK737546.1	1264972	1266483		MFS transporter
cds-WP_002911524.1	NZ_KK737546.1	1266521	1266772		DUF2766 domain-containing protein
cds-WP_021440395.1	NZ_KK737546.1	1266923	1268344		MFS transporter
cds-WP_021440396.1	NZ_KK737546.1	1268394	1269032		RpiB/LacA/LacB family sugar-phosphate isomerase
cds-AF52_RS0123570	NZ_KK737546.1	1269204	1269384		hypothetical protein
cds-WP_004141101.1	NZ_KK737546.1	1269442	1269939	ftnA	non-heme ferritin
cds-WP_024622766.1	NZ_KK737546.1	1269975	1270214		YecH family protein
cds-WP_004151453.1	NZ_KK737546.1	1270406	1271617	tyrP	tyrosine transporter TyrP
cds-WP_004141106.1	NZ_KK737546.1	1271642	1272310		YecA family protein
cds-WP_004180444.1	NZ_KK737546.1	1272409	1273290		dihydrodipicolinate synthase family protein
cds-WP_002911537.1	NZ_KK737546.1	1273958	1274506	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
cds-WP_002911538.1	NZ_KK737546.1	1274564	1276396	uvrC	excinuclease ABC subunit UvrC
cds-WP_002911539.1	NZ_KK737546.1	1276393	1277049	uvrY	UvrY/SirA/GacA family response regulator transcription factor
cds-WP_002911541.1	NZ_KK737546.1	1277511	1277735		DUF2594 family protein
cds-WP_032429632.1	NZ_KK737546.1	1277803	1278525	sdiA	transcriptional regulator SdiA
cds-WP_024622767.1	NZ_KK737546.1	1278843	1279595	yecC	L-cystine ABC transporter ATP-binding protein YecC
cds-WP_002911547.1	NZ_KK737546.1	1279592	1280260	tcyL	cystine ABC transporter permease
cds-WP_021313403.1	NZ_KK737546.1	1280276	1281262	dcyD	D-cysteine desulfhydrase
cds-WP_004141135.1	NZ_KK737546.1	1281358	1282158	tcyJ	cystine ABC transporter substrate-binding protein
cds-WP_004899206.1	NZ_KK737546.1	1282359	1283846	amyA	alpha-amylase
cds-WP_004189223.1	NZ_KK737546.1	1283888	1284322		lipoprotein
cds-WP_004180447.1	NZ_KK737546.1	1284695	1285318	rcsA	transcriptional regulator RcsA
cds-WP_002911586.1	NZ_KK737546.1	1285351	1285542	dsrB	protein DsrB
cds-WP_002911589.1	NZ_KK737546.1	1285676	1285897		YodD family protein
cds-WP_013815099.1-26	NZ_KK737546.1	1286063	1287031		IS5-like element IS903B family transposase
cds-AF52_RS25350	NZ_KK737546.1	1287063	1287197		DUF808 family protein
cds-WP_004184683.1	NZ_KK737546.1	1287375	1288286	yedA	drug/metabolite exporter YedA
cds-WP_024622769.1	NZ_KK737546.1	1288261	1288755		very short patch repair endonuclease
cds-WP_004153246.1	NZ_KK737546.1	1288736	1290136		DNA cytosine methyltransferase
cds-WP_002911594.1	NZ_KK737546.1	1290213	1290920		phosphohydrolase
cds-WP_004151461.1	NZ_KK737546.1	1290963	1291244		hypothetical protein
cds-WP_002911596.1	NZ_KK737546.1	1291783	1292928	ompC	porin OmpC
cds-WP_004227143.1	NZ_KK737546.1	1293381	1294181	mtfA	DgsA anti-repressor MtfA
cds-WP_009484428.1	NZ_KK737546.1	1294767	1295462		LysR family transcriptional regulator
cds-WP_016946077.1	NZ_KK737546.1	1295493	1295690		hypothetical protein
cds-WP_022631352.1	NZ_KK737546.1	1295840	1296781	ldtA	L%2CD-transpeptidase
cds-WP_004175385.1	NZ_KK737546.1	1296860	1297810	cbl	HTH-type transcriptional regulator Cbl
cds-WP_002911729.1	NZ_KK737546.1	1297917	1298834	nac	nitrogen assimilation transcriptional regulator NAC
cds-WP_004148971.1	NZ_KK737546.1	1299334	1300968		Na+/H+ antiporter
cds-WP_022631351.1	NZ_KK737546.1	1301560	1302264		TetR/AcrR family transcriptional regulator
cds-WP_004151466.1	NZ_KK737546.1	1302261	1303238		oxidoreductase
cds-WP_004184763.1	NZ_KK737546.1	1303359	1304291		hypothetical protein
cds-WP_032429633.1	NZ_KK737546.1	1304202	1305824		alpha/beta hydrolase
cds-WP_004141189.1	NZ_KK737546.1	1306097	1306342	pmrD	signal transduction protein PmrD
cds-WP_004148975.1	NZ_KK737546.1	1306472	1307926		AMP nucleosidase
cds-WP_004151469.1	NZ_KK737546.1	1308292	1309728		EmmdR/YeeO family multidrug/toxin efflux MATE transporter
cds-AF52_RS25355	NZ_KK737546.1	1310050	1310136		type II toxin-antitoxin system PemK/MazF family toxin
cds-WP_022631349.1	NZ_KK737546.1	1310278	1311381		phosphotransferase
cds-WP_002911798.1	NZ_KK737546.1	1311378	1312349		sensor domain-containing diguanylate cyclase
cds-WP_004180471.1	NZ_KK737546.1	1312556	1313392		alpha/beta hydrolase
cds-WP_016532101.1	NZ_KK737546.1	1313585	1314160		hypothetical protein
cds-WP_022631348.1	NZ_KK737546.1	1314292	1315206		LysR family transcriptional regulator
cds-WP_002911862.1	NZ_KK737546.1	1315212	1315547		DUF1869 domain-containing protein
cds-WP_002911866.1	NZ_KK737546.1	1315554	1315886		DUF1971 domain-containing protein
cds-WP_004144110.1	NZ_KK737546.1	1315984	1316112		hypothetical protein
cds-WP_016831855.1	NZ_KK737546.1	1316109	1318019		EAL domain-containing protein
cds-WP_014907250.1	NZ_KK737546.1	1318030	1318491		molybdopterin-dependent oxidoreductase
cds-WP_022631347.1	NZ_KK737546.1	1318835	1320154	shiA	shikimate transporter
